RECORD ID NUMBER,INPUT ADDRESS,TIGER ADDRESS RANGE MATCH INDICATOR,TIGER MATCH TYPE,TIGER OUTPUT ADDRESS,INTERPOLATED LONGITUDE AND LATITUDE,TIGERLINE ID,STATE CODE,COUNTY CODE,TRACT CODE
1617374,"249 NW 6th Street, Miami, FL, ",Match,Exact,"249 NW 6TH ST, MIAMI, FL, 33136","-80.201645390701,25.779747272803",116018196,12,086,003400
1184656,"12180 SW 8th St, Miami, FL, ",Match,Exact,"12180 SW 8TH ST, MIAMI, FL, 33184","-80.392532778462,25.76092602546",629418700,12,086,014602
1426611,"252 S Military Trl, West Palm Beach, FL, ",Match,Exact,"252 S MILITARY TRL, WEST PALM BEACH, FL, 33415","-80.11213151584,26.67345235487",115272558,12,099,003802
1617378,"7110 Stirling Rd, Hollywood, FL, ",Match,Exact,"7110 STIRLING RD, HOLLYWOOD, FL, 33024","-80.231716186549,26.045857747799",656313574,12,011,070504
1057641,"4100 County Line Rd, Jupiter, FL, ",Match,Exact,"4100 COUNTY LINE RD, JUPITER, FL, 33469","-80.094911027725,26.970534714671",649903213,12,099,000104
833682,"11958 Miramar Pkwy, Miramar, FL, ",Match,Exact,"11958 MIRAMAR PKWY, MIRAMAR, FL, 33025","-80.304716139263,25.978527968479",637809327,12,011,110321
960685,"3299 NW 7th St, Miami, FL, ",Match,Exact,"3299 NW 7TH ST, MIAMI, FL, 33125","-80.250029200238,25.779168796613",116011606,12,086,005002
327492,"4100 W Oakland Park Blvd, Lauderdale Lakes, FL, ",Match,Exact,"4100 W OAKLAND PARK BLVD, LAUDERDALE LAKES, FL, 33313","-80.20323264325,26.164629919263",637122892,12,011,050306
1455156,"1200 NW 29th St, Miami, FL, ",Match,Exact,"1200 NW 29TH ST, MIAMI, FL, 33142","-80.215505820855,25.803331735176",116015459,12,086,002501
1476064,"8019 Kimberly Blvd, North Lauderdale, FL, ",Match,Exact,"8019 KIMBERLY BLVD, NORTH LAUDERDALE, FL, 33068","-80.235384569115,26.217583626772",114692038,12,011,020412
1432488,"420 Claremore Dr, West Palm Beach, FL, ",Match,Exact,"420 CLAREMORE DR, WEST PALM BEACH, FL, 33401","-80.054555450998,26.69448603413",115563000,12,099,002702
697247,"1263 W Flagler St, Miami, FL, ",Match,Exact,"1263 W FLAGLER ST, MIAMI, FL, 33135","-80.21571279758,25.773542155544",640560363,12,086,005201
1409221,"566 E Gateway Blvd, Boynton Beach, FL, ",Match,Non_Exact,"566 GATEWAY BLVD, BOYNTON BEACH, FL, 33435","-80.057497021092,26.549059128966",115295689,12,099,005702
1422200,"151 Opa Locka Blvd, Opa Locka, FL, ",Match,Exact,"151 OPA LOCKA BLVD, OPA LOCKA, FL, 33054","-80.252240065284,25.904244068554",116032133,12,086,000504
1616058,"3500 Red Rd, Miramar, FL, ",Match,Exact,"3500 RED RD, MIRAMAR, FL, 33025","-80.295276616555,25.976731797015",637809326,12,011,110321
652336,"9990 Belvedere Rd, West Palm Beach, FL, ",Match,Exact,"9990 BELVEDERE RD, WEST PALM BEACH, FL, 33411","-80.200145759792,26.691482393869",647674761,12,099,007818
1630351,"3900 Coconut Creek Pkwy, Coconut Creek, FL, ",Tie,,,,,,,
1033672,"11595 Wiles Rd, Coral Springs, FL, ",Match,Exact,"11595 WILES RD, CORAL SPRINGS, FL, 33076","-80.281398837021,26.287527953684",640934938,12,011,010611
1630352,"9455 NW 17th Ave, Miami, FL, ",Match,Exact,"9455 NW 17TH AVE, MIAMI, FL, 33147","-80.225811292366,25.860850234788",116002710,12,086,001007
274455,"735 NW 119th St, North Miami, FL, ",Match,Exact,"735 NW 119TH ST, NORTH MIAMI, FL, 33168","-80.211309357178,25.883765864925",116033597,12,086,000410
1584779,"1220 E. Palm Dr., Homestead, FL, ",No_Match,,,,,,,
905896,"1749 N Military Trl, West Palm Beach, FL, ",Match,Exact,"1749 N MILITARY TRL, WEST PALM BEACH, FL, 33409","-80.111346265084,26.702913834158",115271061,12,099,003102
1582110,"4799 Nw 7th Ave, Miami, FL, ",Match,Exact,"4799 NW 7TH AVE, MIAMI, FL, 33127","-80.207892412677,25.819683160804",116005634,12,086,002300
1330448,"9451 SW 56th St, Miami, FL, ",Match,Exact,"9451 SW 56TH ST, MIAMI, FL, 33165","-80.347339372086,25.716294433581",648423663,12,086,008504
1057622,"332 S State Rd 7, Margate, FL, ",Match,Non_Exact,"332 STATE HWY 7, MARGATE, FL, 33068","-80.204342571713,26.22661784855",636806979,12,011,020502
1268816,"15589 Southern Blvd, Loxahatchee, FL, ",Match,Exact,"15589 SOUTHERN BLVD, LOXAHATCHEE, FL, 33470","-80.292756247916,26.683251266363",648574417,12,099,007851
1496527,"6151 NW 32nd Ave, Miami, FL, ",Match,Exact,"6151 NW 32ND AVE, MIAMI, FL, 33142","-80.249183641926,25.830538176544",116000998,12,086,001701
1378463,"3322 NE 7th St, Homestead, FL, ",Match,Exact,"3322 NE 7TH ST, HOMESTEAD, FL, 33033","-80.427193760258,25.476789811265",654968571,12,086,011015
1365158,"2889 Stirling Rd, Fort Lauderdale, FL, ",Match,Exact,"2889 STIRLING RD, FORT LAUDERDALE, FL, 33312","-80.179005456851,26.047665268592",114760044,12,011,080402
360900,"13735 SW 152nd St, Miami, FL, ",No_Match,,,,,,,
1366487,"8230 Pines Blvd, Pembroke Pines, FL, ",Match,Exact,"8230 PINES BLVD, PEMBROKE PINES, FL, 33024","-80.253407634493,26.008853163012",637752910,12,011,110312
1350905,"3452 W Boynton Beach Blvd, Boynton Beach, FL, ",Match,Exact,"3452 W BOYNTON BEACH BLVD, BOYNTON BEACH, FL, 33436","-80.096242801018,26.527442036666",115533518,12,099,006007
530705,"4260 SW 152nd Ave, Miami, FL, ",Match,Exact,"4260 SW 152ND AVE, MIAMI, FL, 33185","-80.4396206141,25.727045153938",115962457,12,086,016300
1418188,"1554 S Federal Hwy, Dania, FL, ",Match,Exact,"1554 S FEDERAL HWY, DANIA, FL, 33004","-80.143346593027,26.034048950942",114730452,12,011,080102
492723,"1820 N University Dr, Plantation, FL, ",Match,Exact,"1820 N UNIVERSITY DR, PLANTATION, FL, 33322","-80.256916192035,26.148970698912",637266153,12,011,060501
1349937,"4999 N State Road 7, Fort Lauderdale, FL, ",Match,Non_Exact,"4999 STATE HWY 7, FORT LAUDERDALE, FL, 33314","-80.207972012031,26.06094945669",637518029,12,011,070102
858994,"6907 Okeechobee Blvd, West Palm Beach, FL, ",Match,Exact,"6907 OKEECHOBEE BLVD, WEST PALM BEACH, FL, 33411","-80.149790416148,26.708016438926",647719173,12,099,007842
539969,"27861 S Dixie Hwy # 63, Naranja, FL, ",Match,Non_Exact,"27861 DIXIE HWY, NARANJA, FL, 33032","-80.437502048449,25.508201932411",115988738,12,086,010804
380526,"2605 NW 175th St, Miami Gardens, FL, ",Match,Exact,"2605 NW 175TH ST, MIAMI GARDENS, FL, 33056","-80.243998547137,25.933761642292",116254494,12,086,009503
1318781,"7346 W Commercial Blvd, Lauderhill, FL, ",Match,Exact,"7346 W COMMERCIAL BLVD, LAUDERHILL, FL, 33319","-80.249002014285,26.193654256999",114785296,12,011,060126
691911,"1049 E 41st St, Hialeah, FL, ",Match,Exact,"1049 E 41ST ST, HIALEAH, FL, 33013","-80.261783763038,25.860148588915",115998202,12,086,000611
1465399,"1390 E 4th Ave, Hialeah, FL, ",Match,Exact,"1390 E 4TH AVE, HIALEAH, FL, 33010","-80.273834053309,25.83459351317",115999243,12,086,000804
760181,"110 NE 44th St, Oakland Park, FL, ",No_Match,,,,,,,
1591072,"23072 Sandalfoot Plaza Dr, Boca Raton, FL, ",Match,Exact,"23072 SANDALFOOT PLAZA DR, BOCA RATON, FL, 33428","-80.201716294486,26.333157284267",115485344,12,099,007767
1297323,"4560 Okeechobee Blvd, West Palm Beach, FL, ",Match,Exact,"4560 OKEECHOBEE BLVD, WEST PALM BEACH, FL, 33417","-80.112079974739,26.706818632125",115271056,12,099,003102
760184,"1515 E Sunrise Blvd, Ft Lauderdale, FL, ",Match,Exact,"1515 E SUNRISE BLVD, FT LAUDERDALE, FL, 33304","-80.128502380051,26.137389611348",637280368,12,011,040702
970040,"4101 Hood Road, Palm Beach Gardens, FL, ",Match,Exact,"4101 HOOD RD, PALM BEACH GARDENS, FL, 33410","-80.09752152137,26.864229084363",115319313,12,099,000208
880060,"4948 Le Chalet Blvd, Boynton Beach, FL, ",Match,Exact,"4948 LE CHALET BLVD, BOYNTON BEACH, FL, 33436","-80.120678213435,26.554625150991",646931385,12,099,005921
695423,"2771 Davie Blvd, Fort Lauderdale, FL, ",Match,Exact,"2771 DAVIE BLVD, FORT LAUDERDALE, FL, 33312","-80.178963702976,26.106362558469",647870464,12,011,042801
927239,"2780 SE 8th St, Homestead, FL, ",Match,Non_Exact,"2780 NE 8TH ST, HOMESTEAD, FL, 33033","-80.451441384303,25.477321045421",654692477,12,086,011010
569769,"8651 NW 13th Ter, Doral, FL, ",Match,Exact,"8651 NW 13TH TER, DORAL, FL, 33126","-80.335915519357,25.785197025316",116302822,12,086,009010
859460,"10420 W Forest Hill Blvd, Wellington, FL, ",Match,Non_Exact,"10420 FOREST HILL BLVD, WELLINGTON, FL, 33414","-80.211630831975,26.651268251618",614298117,12,099,007752
649523,"3184 S Congress Ave, Palm Springs, FL, ",Match,Exact,"3184 S CONGRESS AVE, PALM SPRINGS, FL, 33461","-80.08863082331,26.628852766169",115533229,12,099,004500
434819,"1540 NE 165th St, North Miami Beach, FL, ",Match,Exact,"1540 NE 165TH ST, NORTH MIAMI BEACH, FL, 33162","-80.169282406497,25.92747559049",116035980,12,086,000225
1154854,"7050 SW 24th St, Miami, FL, ",Match,Exact,"7050 SW 24TH ST, MIAMI, FL, 33155","-80.308855788802,25.747991497275",115976662,12,086,006002
1619924,"14816 S Military Trl, Delray Beach, FL, ",Match,Non_Exact,"14816 MILITARY TRL, DELRAY BEACH, FL, 33484","-80.122362407929,26.457324474228",646935620,12,099,006907
1558440,"1675 W Oakland Park Blvd, Oakland Park, FL, ",Match,Exact,"1675 W OAKLAND PARK BLVD, OAKLAND PARK, FL, 33311","-80.165741750712,26.165893164734",114718469,12,011,050402
442441,"1416 W 49th St, Hialeah, FL, ",Match,Exact,"1416 W 49TH ST, HIALEAH, FL, 33012","-80.311040141806,25.866546526076",115956208,12,086,000713
463378,"4803 SW 8th St, Coral Gables, FL, ",Match,Exact,"4803 SW 8TH ST, CORAL GABLES, FL, 33134","-80.27400173971,25.764130652475",116246844,12,086,005805
1501541,"790 NW 1st St, Dania, FL, ",Match,Non_Exact,"790 SW 1ST ST, DANIA, FL, 33004","-80.149904252466,26.050409445095",114729839,12,011,080500
1383871,"1301 NE Miami Gardens Dr, Miami, FL, ",Match,Non_Exact,"1301 NE MIAMI CT, MIAMI, FL, 33132","-80.19325369419,25.787026598949",116017744,12,086,003710
581406,"1019 S Federal Hwy, Deerfield Beach, FL, ",Match,Exact,"1019 S FEDERAL HWY, DEERFIELD BEACH, FL, 33441","-80.093054365693,26.304822976156",647868143,12,011,010201
1304124,"11509 W Palmetto Park Rd, Boca Raton, FL, ",Match,Non_Exact,"11509 PALMETTO PARK RD, BOCA RATON, FL, 33428","-80.229747806535,26.348470373989",115299479,12,099,007777
880057,"9695 SW 88th St, Miami, FL, ",No_Match,,,,,,,
1166844,"2560 PGA Blvd, Palm Beach Gardens, FL, ",Match,Exact,"2560 PGA BLVD, PALM BEACH GARDENS, FL, 33410","-80.073941516393,26.844650497145",115274892,12,099,000803
954863,"14778 N Kendall Dr, Miami, FL, ",No_Match,,,,,,,
880055,"4550 W Hillsboro Blvd, Coconut Creek, FL, ",Match,Exact,"4550 W HILLSBORO BLVD, COCONUT CREEK, FL, 33073","-80.185713539648,26.317393565596",640920116,12,011,010610
954862,"7709 Lake Worth Rd, Lake Worth, FL, ",Match,Exact,"7709 LAKE WORTH RD, LAKE WORTH, FL, 33467","-80.168560021283,26.617517013526",115282835,12,099,004817
511539,"4200 Northlake Blvd, Palm Beach Gardens, FL, ",Match,Exact,"4200 NORTHLAKE BLVD, PALM BEACH GARDENS, FL, 33410","-80.100826492915,26.808784715026",640380284,12,099,001004
974475,"1966 W Flagler St, Miami, FL, ",Match,Exact,"1966 W FLAGLER ST, MIAMI, FL, 33135","-80.227667347958,25.772620125721",116016361,12,086,005409
973126,"19000 SW 264th St, Redland, FL, ",Match,Exact,"19000 SW 264TH ST, REDLAND, FL, 33031","-80.500263108126,25.520904535685",115960570,12,086,010303
1563800,"3825 NW 7th St, Miami, FL, ",Match,Exact,"3825 NW 7TH ST, MIAMI, FL, 33126","-80.258700419654,25.778916739553",116010438,12,086,490100
323083,"10201 HAMMOCKS BLVD BOX 111, MIAMI, FL, ",Match,Exact,"10201 HAMMOCKS BLVD, MIAMI, FL, 33196","-80.444092317197,25.672930352359",116090755,12,086,018100
1317433,"8186 N University Dr, Tamarac, FL, ",Match,Exact,"8186 N UNIVERSITY DR, TAMARAC, FL, 33321","-80.252637528345,26.224758865883",114757705,12,011,020406
1350950,"1055 W Flagler St, Miami, FL, ",Match,Exact,"1055 W FLAGLER ST, MIAMI, FL, 33130","-80.21228787947,25.773683039679",116016814,12,086,005202
852831,"4500 Donald Ross Rd, Palm Beach Gardens, FL, ",No_Match,,,,,,,
907642,"3954 Suncrest Rd, Lake Worth, FL, ",Match,Exact,"3954 SUNCREST RD, LAKE WORTH, FL, 33467","-80.15114772073,26.618247804031",646792706,12,099,004817
1186428,"133 N Congress Ave, Boynton Beach, FL, ",Match,Exact,"133 N CONGRESS AVE, BOYNTON BEACH, FL, 33426","-80.090508303429,26.525277215772",648177482,12,099,006007
945920,"5801 Johnson St, Hollywood, FL, ",Match,Exact,"5801 JOHNSON ST, HOLLYWOOD, FL, 33021","-80.20390163837,26.01780764763",114717160,12,011,091100
945922,"8190 Bird Rd, Miami, FL, ",No_Match,,,,,,,
1092863,"969 Normandy Dr, Miami Beach, FL, ",Match,Exact,"969 NORMANDY DR, MIAMI BEACH, FL, 33141","-80.129310073044,25.855852396829",116289396,12,086,003915
1614256,"1300 Lincoln Rd, Miami Beach, FL, ",Match,Exact,"1300 LINCOLN RD, MIAMI BEACH, FL, 33139","-80.142503884227,25.790337053167",116020192,12,086,004208
1596731,"2120 SW 32nd Ave, Miami, FL, ",Match,Exact,"2120 SW 32ND AVE, MIAMI, FL, 33145","-80.246527917034,25.751425859377",116014297,12,086,006302
852844,"10241 W Broward Blvd, Plantation, FL, ",Match,Exact,"10241 W BROWARD BLVD, PLANTATION, FL, 33324","-80.286187851367,26.12090085254",637287515,12,011,060603
852846,"324 Indian Trce, Weston, FL, ",Match,Exact,"324 INDIAN TRCE, WESTON, FL, 33326","-80.394152387362,26.120171876764",640910143,12,011,070319
1013200,"3251 E 2nd Ave, Hialeah, FL, ",Match,Exact,"3251 E 2ND AVE, HIALEAH, FL, 33013","-80.278511986057,25.851776660085",116308286,12,086,000609
998460,"1920 NW 9th Ave, Fort Lauderdale, FL, ",Match,Exact,"1920 NW 9TH AVE, FORT LAUDERDALE, FL, 33311","-80.15427616365,26.152055489422",114720448,12,011,040801
852847,"4100 Military Trl, Jupiter, FL, ",Match,Exact,"4100 MILITARY TRL, JUPITER, FL, 33458","-80.103280324479,26.897374882504",614293952,12,099,000221
1566088,"4120 NW 26th St, Lauderhill, FL, ",Match,Exact,"4120 NW 26TH ST, LAUDERHILL, FL, 33313","-80.20404997224,26.158779920757",638008600,12,011,060402
945917,"20901 NW 2nd Ave, Miami, FL, ",Match,Exact,"20901 NW 2ND AVE, MIAMI, FL, 33169","-80.205870389008,25.967619562973",639371730,12,086,009809
860466,"12425 Hagen Ranch Rd, Boynton Beach, FL, ",Match,Exact,"12425 HAGEN RANCH RD, BOYNTON BEACH, FL, 33437","-80.163990038373,26.491538222586",637528990,12,099,005953
945918,"7721 Pines Blvd, Pembroke Pines, FL, ",Match,Exact,"7721 PINES BLVD, PEMBROKE PINES, FL, 33024","-80.242406937282,26.009449603468",114731828,12,011,110313
1221306,"500 Belvedere Rd, West Palm Beach, FL, ",Match,Exact,"500 BELVEDERE RD, WEST PALM BEACH, FL, 33405","-80.055923023973,26.690303685755",115279339,12,099,003300
1560792,"4165 N Dixie Hwy, Deerfield Beach, FL, ",Match,Exact,"4165 N DIXIE HWY, DEERFIELD BEACH, FL, 33064","-80.111828501756,26.282361001315",114788415,12,011,010702
814548,"2001 S State Road 7, Davie, FL, ",Match,Exact,"2001 S STATE RD 7, DAVIE, FL, 33317","-80.201305612349,26.095185056566",114714523,12,011,061100
880075,"7044 Lawrence Rd, Boynton Beach, FL, ",Match,Exact,"7044 LAWRENCE RD, BOYNTON BEACH, FL, 33436","-80.105132488049,26.570866813472",115493525,12,099,005820
945911,"2300 SE 17th St, Fort Lauderdale, FL, ",Match,Exact,"2300 SE 17TH ST, FORT LAUDERDALE, FL, 33316","-80.117017082678,26.100561709713",640120713,12,011,042200
1127268,"3155 S Federal Hwy, Delray Beach, FL, ",Match,Exact,"3155 S FEDERAL HWY, DELRAY BEACH, FL, 33483","-80.073217750782,26.425929460015",648412596,12,099,006402
945910,"14624 S Military Trl, Delray Beach, FL, ",No_Match,,,,,,,
1615596,"5335 N Military Trl, West Palm Beach, FL, ",Match,Exact,"5335 N MILITARY TRL, WEST PALM BEACH, FL, 33407","-80.108806902286,26.758713533462",630032450,12,099,001921
1350971,"4621 Coral Ridge Dr, Coral Springs, FL, ",Match,Exact,"4621 CORAL RIDGE DR, CORAL SPRINGS, FL, 33076","-80.282448026524,26.287855873835",648260912,12,011,010611
1115217,"316 Ne 167th St, Miami, FL, ",Match,Exact,"316 NE 167TH ST, MIAMI, FL, 33162","-80.193940330451,25.928290525957",116031112,12,086,000311
1267506,"7351 W Atlantic Ave, Delray Beach, FL, ",Match,Exact,"7351 W ATLANTIC AVE, DELRAY BEACH, FL, 33446","-80.161018387982,26.453781235321",651263413,12,099,005934
1609764,"7675 W 4th Ave, Hialeah, FL, ",Match,Exact,"7675 W 4TH AVE, HIALEAH, FL, 33014","-80.291596192728,25.891847106459",116059216,12,086,000505
531139,"4800 Biscayne Blvd, Miami, FL, ",Match,Exact,"4800 BISCAYNE BLVD, MIAMI, FL, 33137","-80.187842891626,25.819391008064",116287826,12,086,002100
510214,"3400 Hollywood Blvd, Hollywood, FL, ",Match,Exact,"3400 HOLLYWOOD BLVD, HOLLYWOOD, FL, 33021","-80.17571447253,26.010540424376",640934182,12,011,091702
545775,"3540 NW 103rd St, Miami, FL, ",Match,Exact,"3540 NW 103RD ST, MIAMI, FL, 33147","-80.255154412263,25.867559411101",115998288,12,086,000908
1584743,"6863 Stirling Rd, Davie, FL, ",No_Match,,,,,,,
1166838,"917 E Hallendale Bch Blvd, Hallandale, FL, ",Match,Non_Exact,"917 E HALLANDALE BEACH BLVD, HALLANDALE, FL, 33009","-80.139236862761,25.985862939725",114736870,12,011,100204
1566097,"435 W Boynton Beach Blvd, Boynton Beach, FL, ",Match,Exact,"435 W BOYNTON BEACH BLVD, BOYNTON BEACH, FL, 33435","-80.069830807232,26.528992025378",614291037,12,099,006100
1043087,"700 W 29th St, Hialeah, FL, ",Match,Exact,"700 W 29TH ST, HIALEAH, FL, 33012","-80.296289494575,25.847912423565",115958050,12,086,000711
1350986,"7446 Collins Ave, Miami Beach, FL, ",Match,Exact,"7446 COLLINS AVE, MIAMI BEACH, FL, 33141","-80.121067848326,25.860111832289",116009292,12,086,003913
1594975,"4002 NW 17th Ave, Miami, FL, ",Match,Exact,"4002 NW 17TH AVE, MIAMI, FL, 33142","-80.224099108876,25.812725567203",116005148,12,086,001802
1631608,"6740 Stirling Rd, Hollywood, FL, ",Match,Exact,"6740 STIRLING RD, HOLLYWOOD, FL, 33024","-80.223722025746,26.046085104415",637556584,12,011,090602
396933,"7050 Seminole Pratt Whitney Rd, Loxahatchee, FL, ",Match,Exact,"7050 SEMINOLE PRATT WHITNEY RD, LOXAHATCHEE, FL, 33470","-80.294557434371,26.781084796329",115243994,12,099,007914
463340,"1407 Washington Ave, Miami Beach, FL, ",Match,Exact,"1407 WASHINGTON AVE, MIAMI BEACH, FL, 33139","-80.131847461428,25.785684060961",640558355,12,086,004303
969904,"1022 Hypoluxo Rd, Lantana, FL, ",Match,Exact,"1022 HYPOLUXO RD, LANTANA, FL, 33462","-80.058858043602,26.571992714821",115295504,12,099,005601
629960,"225 S Flamingo Rd, Plantation, FL, ",Match,Exact,"225 S FLAMINGO RD, PLANTATION, FL, 33325","-80.313878628269,26.117115317601",608973716,12,011,060122
268602,"450 NE 125th St, North Miami, FL, ",Match,Exact,"450 NE 125TH ST, NORTH MIAMI, FL, 33161","-80.189436043779,25.89006161356",116034420,12,086,000306
882672,"10020 Pines Blvd, Pembroke Pines, FL, ",Match,Exact,"10020 PINES BLVD, PEMBROKE PINES, FL, 33024","-80.278833297099,26.008067119568",640920834,12,011,110350
1347340,"1451 N Federal Hwy, Fort Lauderdale, FL, ",Match,Exact,"1451 N FEDERAL HWY, FORT LAUDERDALE, FL, 33304","-80.120290623156,26.146109631296",640116933,12,011,040701
1618640,"15061 S Jog Rd, Delray Beach, FL, ",Match,Non_Exact,"15061 JOG RD, DELRAY BEACH, FL, 33446","-80.147109140041,26.452694738076",653197750,12,099,005939
1505930,"5700 NW 2nd Ave, Miami, FL, ",Match,Exact,"5700 NW 2ND AVE, MIAMI, FL, 33127","-80.200203524701,25.827996697583",116007149,12,086,002003
1078582,"2300 S Andrews Ave, Fort Lauderdale, FL, ",Match,Exact,"2300 S ANDREWS AVE, FORT LAUDERDALE, FL, 33316","-80.14049455999,26.093676877168",114728105,12,011,043302
789886,"4850 N University Dr, Lauderhill, FL, ",Match,Exact,"4850 N UNIVERSITY DR, LAUDERHILL, FL, 33351","-80.251722248362,26.185660992833",114702882,12,011,060126
1301062,"78 NW 8th St, Homestead, FL, ",Match,Exact,"78 NW 8TH ST, HOMESTEAD, FL, 33030","-80.479008412973,25.477086137436",115991628,12,086,011203
945926,"3300 N Andrews Ave, Fort Lauderdale, FL, ",Match,Exact,"3300 N ANDREWS AVE, FORT LAUDERDALE, FL, 33309","-80.146453066623,26.16894114796",114719533,12,011,050702
882669,"10057A Sunset Strip, Sunrise, FL, ",Match,Non_Exact,"10057A SUNSET STRIP, SUNRISE, FL, 33322","-80.283655863368,26.152927515376",650095367,12,011,060211
1157078,"3108 S University Dr, Miramar, FL, ",Match,Exact,"3108 S UNIVERSITY DR, MIRAMAR, FL, 33025","-80.247315506954,25.981159474673",637813415,12,011,110323
694130,"3200 Old Boynton Rd, Boynton Beach, FL, ",Match,Exact,"3200 OLD BOYNTON RD, BOYNTON BEACH, FL, 33436","-80.095468956976,26.531747097855",115533500,12,099,006012
1536209,"6232 Pembroke Rd, Miramar, FL, ",Match,Exact,"6232 PEMBROKE RD, MIRAMAR, FL, 33023","-80.211793828538,25.995231014994",637769607,12,011,091500
1546480,"16841 Persimmon Blvd W, Westlake, FL, ",No_Match,,,,,,,
1027800,"1247 W 68th St, Hialeah, FL, ",No_Match,,,,,,,
1268887,"8319 Nw 22nd Ave, Miami, FL, ",Match,Exact,"8319 NW 22ND AVE, MIAMI, FL, 33147","-80.233657815531,25.85012799129",116001231,12,086,001003
859449,"4050 S US Highway 1 Ste 302, Jupiter, FL, ",Match,Exact,"4050 S US HWY 1, JUPITER, FL, 33477","-80.060811566409,26.895202266617",640828731,12,099,000406
1591002,"1875 W 4th Ave, Hialeah, FL, ",Match,Exact,"1875 W 4TH AVE, HIALEAH, FL, 33010","-80.289793705164,25.838499878337",115958535,12,086,000808
1314350,"11201 SW 216th St, Miami, FL, ",Match,Exact,"11201 SW 216TH ST, MIAMI, FL, 33170","-80.372296258576,25.566466343053",115994859,12,086,010501
264239,"20345 Old Cutler Rd, Cutler Bay, FL, ",Match,Non_Exact,"20345 W OLD CUTLER RD, CUTLER BAY, FL, 33189","-80.336280053278,25.578420509645",115995870,12,086,010619
1500273,"628 NW 62nd St, Miami, FL, ",Match,Exact,"628 NW 62ND ST, MIAMI, FL, 33150","-80.205138226001,25.832295570316",116288643,12,086,002003
509286,"2036 E Atlantic Blvd, Pompano Beach, FL, ",Match,Exact,"2036 E ATLANTIC BLVD, POMPANO BEACH, FL, 33060","-80.103487717653,26.231629364011",637072504,12,011,031002
1082620,"2481 Okeechobee Blvd, West Palm Beach, FL, ",Match,Exact,"2481 OKEECHOBEE BLVD, WEST PALM BEACH, FL, 33409","-80.089919927805,26.706544750888",115525915,12,099,002005
973167,"10066 Lee Rd, Boynton Beach, FL, ",No_Match,,,,,,,
591668,"1818 NW 17th Ave, Miami, FL, ",Match,Exact,"1818 NW 17TH AVE, MIAMI, FL, 33125","-80.22326165096,25.792311681508",116015644,12,086,003006
859452,"1800 W Indiantown Rd, Jupiter, FL, ",Match,Exact,"1800 W INDIANTOWN RD, JUPITER, FL, 33458","-80.125448407995,26.934172045159",115292057,12,099,000204
859453,"1448 N US Highway 1, Tequesta, FL, ",Match,Exact,"1448 N US HWY 1, TEQUESTA, FL, 33469","-80.085360095751,26.952104245269",115547006,12,099,000102
1022121,"2007 Johnson St, Hollywood, FL, ",Match,Exact,"2007 JOHNSON ST, HOLLYWOOD, FL, 33020","-80.147488779397,26.018908484766",114730569,12,011,090303
859454,"4943 Le Chalet Blvd, Boynton Beach, FL, ",Match,Exact,"4943 LE CHALET BLVD, BOYNTON BEACH, FL, 33436","-80.121736033604,26.554808938843",646931385,12,099,005921
430424,"5361 N Dixie Hwy, Deerfield Beach, FL, ",Match,Exact,"5361 N DIXIE HWY, DEERFIELD BEACH, FL, 33064","-80.107790817997,26.296565868501",652508670,12,011,010702
859450,"399 N Congress Ave, Boynton Beach, FL, ",Match,Exact,"399 N CONGRESS AVE, BOYNTON BEACH, FL, 33426","-80.090589826374,26.529792929838",115533539,12,099,006012
895985,"1696 S Palm Ave, Pembroke Pines, FL, ",No_Match,,,,,,,
858129,"16795 S Dixie Hwy, Miami, FL, ",Match,Exact,"16795 S DIXIE HWY, MIAMI, FL, 33157","-80.346250667635,25.61674447661",625292207,12,086,008208
859456,"4125 State Road 7, Lake Worth, FL, ",Match,Exact,"4125 STATE HWY 7, LAKE WORTH, FL, 33449","-80.204863816997,26.618021095976",115545082,12,099,007752
859457,"439 W Indiantown Rd, Jupiter, FL, ",Match,Exact,"439 W INDIANTOWN RD, JUPITER, FL, 33458","-80.100533761502,26.934111320627",654969369,12,099,000202
590331,"340 W State Road 84, Ft Lauderdale, FL, ",Match,Non_Exact,"340 STATE HWY 84, FT LAUDERDALE, FL, 33315","-80.146350699693,26.092552018125",639351836,12,011,043302
1594980,"627 N Dixie Hwy, Lake Worth Beach, FL, ",Match,Exact,"627 N DIXIE HWY, LAKE WORTH BEACH, FL, 33460","-80.057167949802,26.623054844699",115294097,12,099,005203
1524213,"20 W Hallandale Beach Blvd, Hallandale Beach, FL, ",Match,Exact,"20 W HALLANDALE BEACH BLVD, HALLANDALE BEACH, FL, 33009","-80.148623746155,25.98566206906",114736675,12,011,100400
1439040,"7228 N Military Trl, West Palm Beach, FL, ",Match,Exact,"7228 N MILITARY TRL, WEST PALM BEACH, FL, 33410","-80.107091928314,26.782767473178",646907702,12,099,001004
1082613,"8341 W Sunrise Blvd, Plantation, FL, ",Match,Exact,"8341 W SUNRISE BLVD, PLANTATION, FL, 33322","-80.262229853691,26.148377718897",637266190,12,011,060505
1068326,"1260 Plaza Cir, Riviera Beach, FL, ",Match,Exact,"1260 PLAZA CIR, RIVIERA BEACH, FL, 33404","-80.035792467883,26.783515914857",115348935,12,099,000513
